Text,Intent
"It's getting stuffy, turn on the vent.",vent_on
"I want to improve airflow, turn on the vent.",vent_on
Please turn on the vent in the garage.,vent_on
Can you activate the ventilation in the attic?,vent_on
"It's stuffy in here, turn on the vent.",vent_on
"I want to circulate some air, turn on the vent.",vent_on
Please turn on the vent in the pantry.,vent_on
Can you activate the ventilation in the guest room?,vent_on
"It's humid in here, turn on the vent.",vent_on
"I want to reduce moisture, turn on the vent.",vent_on
Please turn on the vent in the study.,vent_on
Can you activate the ventilation in the playroom?,vent_on
"It's stuffy, turn on the vent to improve airflow.",vent_on
Please turn on the vent in the dining room.,vent_on
Can you activate the ventilation in the hallway?,vent_on
Please turn on the vent in the entryway.,vent_on
Can you activate the ventilation in the bedroom?,vent_on
Please turn on the vent in the living room.,vent_on
Can you activate the ventilation in the patio?,vent_on
"Please turn on the vent, it's stuffy.",vent_on
"I need to improve airflow, turn on the vent.",vent_on
Please turn on the vent.,vent_on
Please turn off the vent in the laundry room.,vent_off
Can you deactivate the ventilation in the office?,vent_off
"Can you switch on the lights in the kitchen, please?",light_on
I want to brighten up the room. Turn on the lights.,light_on
It's too dark to read. Please illuminate the living room.,light_on
Let's make this room brighter. Activate the lights.,light_on
I need better visibility. Turn on the lights in the hallway.,light_on
Switch on the ceiling lights in the bedroom.,light_on
"It's getting dark outside, turn on the outdoor lights.",light_on
Can you flip the switch to light up the dining room?,light_on
The lighting in the study is too dim. Turn on the lights.,light_on
It's time to switch on the lamps in the living room.,light_on
Could you please illuminate the space? It's getting dark.,light_on
"I'm having trouble seeing. Switch on the lights, please.",light_on
"The room is pitch black. Turn on the lights, please.",light_on
Could you turn on the lights in the guest room? It's too dark.,light_on
"Turn on the lights in the bathroom, please.",light_on
Can you brighten up the corner of the room by turning on the lights?,light_on
"It's getting dark, activate the lights in the garage.",light_on
I want to see better. Please turn on the lights.,light_on
The room is dark. Can you please turn on the lights?,light_on
"Turn on the lights, please. It's getting difficult to see.",light_on
Can you illuminate the space for me? I need to see better.,light_on
Could you please switch on the lights? I need to see what I'm doing.,light_on
"Turn on the lights, please. The darkness is bothering me.",light_on
"I need to see what I'm doing. Turn on the lights, please.",light_on
Please turn on the lights. I'm having trouble seeing.,light_on
Can you turn on the lights? It's starting to get dark.,light_on
"I need better lighting. Turn on the lights, please.",light_on
Please switch on the lights. I'm trying to read.,light_on
Could you activate the lights in the basement? It's too dark.,light_on
Please turn on the lights. The room is quite dark.,light_on
"Can you switch off the lights in the kitchen, please?",light_off
It's time to turn off the lights in the living room.,light_off
"Could you dim the lights in the bedroom, please?",light_off
It's bedtime. Switch off the lights.,light_off
"Deactivate the lights in the hallway, please.",light_on
The lights are too bright. Please dim them.,light_off
I want to conserve energy. Turn off the lights.,light_on
It's morning. Please switch off the outdoor lights.,light_off
I'm leaving the room. Switch off the lights.,light_off
"Can you turn off the lights, please? It's too bright.",light_off
Please deactivate the lights in the garage.,light_on
"The room is too bright. Turn off the lights, please.",light_off
Could you turn off the lights in the bathroom? It's too bright.,light_off
It's time to shut off the lights. I'm going to sleep.,light_off
Please dim the lights. It's a bit too bright for me.,light_off
"Turn off the lights, please. I'm going to bed.",light_off
The lights are too bright for my eyes. Please dim them.,light_off
Could you turn off the lights? I'm trying to sleep.,light_off
Please turn off the lights. It's too late for such bright lights.,light_off
Can you turn off the lights? It's getting dark.,light_off
Please switch off the lights. It's late and I'm tired.,light_off
Could you dim the lights for me? It's getting dark.,light_off
Please switch off the lights. I'm feeling sleepy.,light_off
Can you turn off the lights? I want to get some sleep.,light_off
Please deactivate the lights. I'm heading to bed.,light_on
Could you please turn off the lights? I'm going to relax.,light_off
Could you turn off the lights? I'm not using the room anymore.,light_off
Please turn off the lights. I'm leaving the room.,light_off
"Can you switch on the AC in the living room, please?",ac_on
It's hot in here. Could you cool down the room?,ac_on
I want to lower the temperature. Turn on the AC.,ac_on
It's sweltering. Turn on the air conditioning unit.,ac_on
It's getting humid. Switch on the AC.,ac_on
The room is stuffy. Can you turn on the AC?,ac_on
The temperature is too high. Turn on the air conditioning.,ac_on
Could you please turn on the AC? It's too hot.,ac_on
"I'm sweating. Turn on the AC, please.",ac_on
Can you turn on the AC? It's uncomfortable in here.,ac_on
Please turn on the AC. I can't take the heat.,ac_on
Could you please activate the AC? It's really hot in here.,ac_on
"I'm feeling warm. Turn on the AC, please.",ac_on
The room is like an oven. Please switch on the AC.,ac_on
It's way too hot to work. Could you turn on the AC?,ac_on
"Please turn on the AC, it's unbearable.",ac_on
The room is stuffy and hot. Can you activate the AC?,ac_on
Could you please turn on the AC? I'm overheating.,ac_on
The air is thick and humid. Can you switch on the AC?,ac_on
"It's too hot to sleep. Turn on the AC, please.",ac_on
"I'm feeling uncomfortable. Turn on the AC, please.",ac_on
Can you please activate the AC? It's getting hotter by the minute.,ac_on
Please switch on the AC. The heat is making me dizzy.,ac_on
I need the AC on. It's way too hot in here.,ac_on
Can you please activate the AC? I'm feeling unwell from the heat.,ac_on
"Can you switch off the AC in the living room, please?",ac_off
It's cold now. Could you turn off the AC?,ac_off
I want to raise the temperature. Turn off the AC.,ac_off
It's comfortable now. Turn off the air conditioning unit.,ac_off
It's too cold. Switch off the AC.,ac_off
The room is freezing. Please turn off the AC.,ac_off
The temperature is too low. Turn off the air conditioning.,ac_off
Could you please turn off the AC? It's getting cold.,ac_off
"I'm shivering. Turn off the AC, please.",ac_off
Can you turn off the AC? It's uncomfortable in here.,ac_off
Please turn off the AC. I can't take the cold.,ac_off
Could you please deactivate the AC? It's really cold in here.,ac_off
"I'm feeling chilly. Turn off the AC, please.",ac_off
The room is like a refrigerator. Please switch off the AC.,ac_off
It's way too cold to work. Could you turn off the AC?,ac_off
"Please turn off the AC, it's unbearable.",ac_off
The room is cold and drafty. Can you deactivate the AC?,ac_off
Could you please turn off the AC? I'm getting a cold.,ac_off
The air is dry and cold. Can you switch off the AC?,ac_off
"It's too cold to sleep. Turn off the AC, please.",ac_off
"I'm feeling uncomfortable. Turn off the AC, please.",ac_off
Can you please deactivate the AC? It's getting colder by the minute.,ac_off
Please switch off the AC. The cold is making me sneeze.,ac_off
I need the AC off. It's way too cold in here.,ac_off
Can you please deactivate the AC? I'm feeling unwell from the cold.,ac_off
"Can you switch on the vent in the bathroom, please?",vent_on
It's stuffy in here. Could you turn on the vent?,vent_on
I want to ventilate the room. Turn on the vent.,vent_on
It's getting stuffy. Switch on the vent.,vent_on
The air is stagnant. Can you turn on the vent?,vent_on
"It's getting stuffy in here. Turn on the vent, please.",vent_on
The air is thick and heavy. Activate the vent.,vent_on
Please switch on the vent. I need some fresh air.,vent_on
Could you please turn on the vent? The air is stagnant.,vent_on
"The room feels stuffy. Could you turn on the vent, please?",vent_on
I want to clear out the air. Please turn on the vent.,vent_on
"The room is stuffy and stale. Turn on the vent, please.",vent_on
Can you activate the vent in the garage? It's getting stuffy.,vent_on
I want to get some fresh air. Please turn on the vent.,vent_on
Could you please activate the vent? The room feels stuffy.,vent_on
Can you switch on the vent in the attic? It's stuffy up there.,vent_on
Please turn on the vent. The room feels suffocating.,vent_on
Could you please turn on the vent? I'm feeling stuffy.,vent_on
It's not a good smell in here. Please turn on the vent.,vent_on
"Can you activate the vent, please? The room feels stuffy.",vent_on
"The air feels stale. Turn on the vent, please.",vent_on
Could you please turn on the vent? The air feels heavy.,vent_on
Please switch on the vent. The room needs some fresh air.,vent_on
"Can you turn on the vent, please? The air is not circulating well.",vent_on
"Can you switch off the vent in the bathroom, please?",vent_off
It's breezy now. Could you turn off the vent?,vent_off
I want to stop ventilating the room. Turn off the vent.,vent_off
It's dry. Turn off the vent to retain moisture.,vent_off
It's becoming too breezy. Switch off the vent.,vent_off
The air is moving too much. Can you turn off the vent?,vent_off
"It's getting windy in here. Turn off the vent, please.",vent_off
The air is too dry. Activate the vent.,vent_off
Please switch off the vent. I don't need any more ventilation.,vent_off
Could you please turn off the vent? The air is too dry.,vent_off
"The room feels too windy. Could you turn off the vent, please?",vent_off
I want to reduce the airflow. Please turn off the vent.,vent_off
"The room is getting too drafty. Turn off the vent, please.",vent_off
Can you deactivate the vent in the garage? It's getting too windy.,vent_off
I want to stop the airflow. Please turn off the vent.,vent_off
Could you please deactivate the vent? The room feels too windy.,vent_off
Can you switch off the vent in the attic? It's too breezy up there.,vent_off
Please turn off the vent. The room feels too drafty.,vent_off
Could you please turn off the vent? I'm feeling cold.,vent_off
It's not a good smell in here. Please turn off the vent.,vent_off
"Can you deactivate the vent, please? The room feels too breezy.",vent_off
"The air feels too dry. Turn off the vent, please.",vent_off
Could you please turn off the vent? The air feels too windy.,vent_off
Please switch off the vent. The room needs to be more still.,vent_off
"Can you turn off the vent, please? The air is moving too much.",vent_off
"Can you switch on the fan in the bedroom, please?",fan_on
It's warm in here. Could you turn on the fan?,fan_on
I want to feel a breeze. Turn on the fan.,fan_on
It's stuffy. Turn on the fan for ventilation.,fan_on
It's getting hot. Switch on the fan.,fan_on
The air is still. Can you turn on the fan?,fan_on
"It's getting warm in here. Turn on the fan, please.",fan_on
The air feels heavy. Activate the fan.,fan_on
Please switch on the fan. I need some fresh air.,fan_on
Could you please turn on the fan? The air is still.,fan_on
"The room feels stuffy. Could you turn on the fan, please?",fan_on
I want to move the air around. Please turn on the fan.,fan_on
"The room is stuffy and stale. Turn on the fan, please.",fan_on
Can you activate the fan in the garage? It's getting warm.,fan_on
I want to cool down. Please turn on the fan.,fan_on
Could you please activate the fan? The room feels stuffy.,fan_on
Can you switch on the fan in the attic? It's getting warm up there.,fan_on
Please turn on the fan. The room feels suffocating.,fan_on
Could you please turn on the fan? I'm feeling warm.,fan_on
It's not a good smell in here. Please turn on the fan.,fan_on
"Can you activate the fan, please? The room feels stuffy.",fan_on
"The air feels stale. Turn on the fan, please.",fan_on
Could you please turn on the fan? The air feels heavy.,fan_on
Please switch on the fan. The room needs some fresh air.,fan_on
"Can you turn on the fan, please? The air is not circulating well.",fan_on
"Can you switch off the fan in the bedroom, please?",fan_off
It's getting cold. Could you turn off the fan?,fan_off
I want to feel quieter. Turn off the fan.,fan_off
It's too breezy. Turn off the fan.,fan_off
It's too windy. Switch off the fan.,fan_off
The air is moving too much. Can you turn off the fan?,fan_off
"It's getting cold in here. Turn off the fan, please.",fan_off
The air is too dry. Activate the fan.,fan_off
Please switch off the fan. I don't need any more air circulation.,fan_off
Could you please turn off the fan? The air is too dry.,fan_off
"The room feels too windy. Could you turn off the fan, please?",fan_off
I want to reduce the airflow. Please turn off the fan.,fan_off
"The room is getting too drafty. Turn off the fan, please.",fan_off
Can you deactivate the fan in the garage? It's getting too windy.,fan_off
I want to stop the airflow. Please turn off the fan.,fan_off
Could you please deactivate the fan? The room feels too windy.,fan_off
Can you switch off the fan in the attic? It's too breezy up there.,fan_off
Please turn off the fan. The room feels too drafty.,fan_off
Could you please turn off the fan? I'm feeling cold.,fan_off
It's not a good smell in here. Please turn off the fan.,fan_off
"Can you deactivate the fan, please? The room feels too breezy.",fan_off
"The air feels too dry. Turn off the fan, please.",fan_off
Could you please turn off the fan? The air feels too windy.,fan_off
Please switch off the fan. The room needs to be more still.,fan_off
"Can you turn off the fan, please? The air is moving too much.",fan_off
"Can you switch on the heater in the bedroom, please?",heater_on
It's a bit chilly. Could you turn on the heater?,heater_on
Time to warm up. Turn on the heater.,heater_on
I want to feel warmer. Turn on the heater.,heater_on
It's freezing. Turn on the heater.,heater_on
I'm feeling cold. Switch on the heater.,heater_on
The room is cold and drafty. Can you turn on the heater?,heater_on
"It's getting chilly in here. Turn on the heater, please.",heater_on
The air is cold and damp. Activate the heater.,heater_on
Please switch on the heater. I need to warm up.,heater_on
Could you please turn on the heater? The room is too cold.,heater_on
"The room feels like a refrigerator. Could you turn on the heater, please?",heater_on
I want to warm up the room. Please turn on the heater.,heater_on
"The room is freezing. Turn on the heater, please.",heater_on
Can you activate the heater in the garage? It's getting cold.,heater_on
I want to feel warmer. Please turn on the heater.,heater_on
Could you please activate the heater? The room feels too cold.,heater_on
Can you switch on the heater in the attic? It's getting cold up there.,heater_on
Please turn on the heater. The room feels like an icebox.,heater_on
Could you please turn on the heater? I'm feeling cold.,heater_on
It's not a good smell in here. Please turn on the heater.,heater_on
"Can you activate the heater, please? The room feels too cold.",heater_on
"The air feels cold. Turn on the heater, please.",heater_on
Could you please turn on the heater? The air feels too cold.,heater_on
Please switch on the heater. The room needs some warmth.,heater_on
"Can you turn on the heater, please? The air is not circulating well.",heater_on
"Can you switch off the heater in the bedroom, please?",heater_off
It's warm now. Could you turn off the heater?,heater_off
Time to cool down. Turn off the heater.,heater_off
It's too hot. Turn off the heater.,heater_off
I want to lower the temperature. Turn off the heater.,heater_off
It's comfortable now. Turn off the heater.,heater_off
It's too warm. Switch off the heater.,heater_off
The room is too warm. Can you turn off the heater?,heater_off
"It's getting hot in here. Turn off the heater, please.",heater_off
The air is too dry. Activate the heater.,heater_off
Please switch off the heater. I don't need any more warmth.,heater_off
Could you please turn off the heater? The room is too warm.,heater_off
"The room feels like a sauna. Could you turn off the heater, please?",heater_off
I want to cool down the room. Please turn off the heater.,heater_off
"The room is too hot. Turn off the heater, please.",heater_off
Can you deactivate the heater in the garage? It's getting too warm.,heater_off
I want to feel cooler. Please turn off the heater.,heater_off
Could you please deactivate the heater? The room feels too warm.,heater_off
Can you switch off the heater in the attic? It's too warm up there.,heater_off
Please turn off the heater. The room feels like an oven.,heater_off
Could you please turn off the heater? I'm feeling warm.,heater_off
It's not a good smell in here. Please turn off the heater.,heater_off
"Can you deactivate the heater, please? The room feels too warm.",heater_off
"The air feels warm. Turn off the heater, please.",heater_off
Could you please turn off the heater? The air feels too warm.,heater_off
Please switch off the heater. The room needs to be cooler.,heater_off
"Can you turn off the heater, please? The air is not circulating well.",heater_off
"Can you switch on the multiplug in the bedroom, please?",multiplug_on
It's time to power up. Could you turn on the multiplug?,multiplug_on
Time to plug in. Turn on the multiplug.,multiplug_on
It's power time. Switch on the multiplug.,multiplug_on
I want to charge my devices. Turn on the multiplug.,multiplug_on
It's time to connect. Switch on the multiplug.,multiplug_on
I need to use some appliances. Turn on the multiplug.,multiplug_on
I need to power up my devices. Can you turn on the multiplug?,multiplug_on
"It's time to charge my phone. Turn on the multiplug, please.",multiplug_on
The multiplug needs to be activated. Please turn it on.,multiplug_on
Please switch on the multiplug. I need to plug in my laptop.,multiplug_on
Could you please turn on the multiplug? I need to charge my phone.,multiplug_on
"The room is dark. Could you turn on the multiplug, please?",multiplug_on
I want to use my appliances. Please turn on the multiplug.,multiplug_on
"The room is cold. Turn on the multiplug, please.",multiplug_on
Can you activate the multiplug in the garage? I need to charge my car.,multiplug_on
I want to use my electronic devices. Please turn on the multiplug.,multiplug_on
Could you please activate the multiplug? I need to power up my devices.,multiplug_on
Can you switch on the multiplug in the attic? I need to use some tools.,multiplug_on
Please turn on the multiplug. The room is too dark.,multiplug_on
Could you please turn on the multiplug? I'm feeling cold.,multiplug_on
It's not a good smell in here. Please turn on the multiplug.,multiplug_on
"Can you activate the multiplug, please? I need to use my laptop.",multiplug_on
"The air feels cold. Turn on the multiplug, please.",multiplug_on
Could you please turn on the multiplug? The air feels too cold.,multiplug_on
Please switch on the multiplug. The room needs some warmth.,multiplug_on
"Can you turn on the multiplug, please? The air is not circulating well.",multiplug_on
"Can you switch off the multiplug in the bedroom, please?",multiplug_off
It's time to power down. Could you turn off the multiplug?,multiplug_off
Time to unplug. Turn off the multiplug.,multiplug_off
It's time to disconnect. Switch off the multiplug.,multiplug_off
I want to stop charging. Turn off the multiplug.,multiplug_off
It's time to unplug devices. Switch off the multiplug.,multiplug_off
I don't need any appliances. Turn off the multiplug.,multiplug_off
I need to power down my devices. Can you turn off the multiplug?,multiplug_off
"It's time to unplug my phone. Turn off the multiplug, please.",multiplug_off
The multiplug needs to be deactivated. Please turn it off.,multiplug_off
Please switch off the multiplug. I need to unplug my laptop.,multiplug_off
Could you please turn off the multiplug? I need to unplug my phone.,multiplug_off
"The room is too bright. Could you turn off the multiplug, please?",multiplug_off
I want to stop using my appliances. Please turn off the multiplug.,multiplug_off
"The room is too warm. Turn off the multiplug, please.",multiplug_off
Can you deactivate the multiplug in the garage? I need to unplug my car.,multiplug_off
I want to stop using my electronic devices. Please turn off the multiplug.,multiplug_off
Could you please deactivate the multiplug? I need to power down my devices.,multiplug_off
Can you switch off the multiplug in the attic? I need to unplug some tools.,multiplug_off
Please turn off the multiplug. The room is too bright.,multiplug_off
Could you please turn off the multiplug? I'm feeling warm.,multiplug_off
It's not a good smell in here. Please turn off the multiplug.,multiplug_off
"Can you deactivate the multiplug, please? I need to unplug my laptop.",multiplug_off
"The air feels warm. Turn off the multiplug, please.",multiplug_off
Could you please turn off the multiplug? The air feels too warm.,multiplug_off
Please switch off the multiplug. The room needs to be cooler.,multiplug_off
"Can you turn off the multiplug, please? The air is not circulating well.",multiplug_off
"Can you switch on the TV in the bedroom, please?",tv_on
It's time to watch TV. Could you turn on the TV?,tv_on
It's movie night. Turn on the TV.,tv_on
Time to catch up on shows. Switch on the TV.,tv_on
I want to relax and watch TV. Turn on the TV.,tv_on
It's time for entertainment. Turn on the TV.,tv_on
I want to see the news. Switch on the TV.,tv_on
I need to catch up on my favorite show. Can you turn on the TV?,tv_on
"It's time for a movie marathon. Turn on the TV, please.",tv_on
The TV needs to be activated. Please turn it on.,tv_on
Please switch on the TV. I want to watch the game.,tv_on
Could you please turn on the TV? I need to watch the news.,tv_on
"The room is dark. Could you turn on the TV, please?",tv_on
I want to relax. Please turn on the TV.,tv_on
"The room is cold. Turn on the TV, please.",tv_on
Can you activate the TV in the garage? I want to watch a movie.,tv_on
I want to watch some TV. Please turn on the TV.,tv_on
Could you please activate the TV? I need to watch my show.,tv_on
Can you switch on the TV in the attic? I want to watch a movie.,tv_on
Please turn on the TV. The room is too dark.,tv_on
Could you please turn on the TV? I'm feeling bored.,tv_on
It's not a good smell in here. Please turn on the TV.,tv_on
"Can you activate the TV, please? I want to watch some TV.",tv_on
"The air feels cold. Turn on the TV, please.",tv_on
Could you please turn on the TV? The air feels too cold.,tv_on
Please switch on the TV. The room needs some warmth.,tv_on
"Can you turn on the TV, please? The air is not circulating well.",tv_on
"Can you switch off the TV in the bedroom, please?",tv_off
It's time to sleep. Could you turn off the TV?,tv_off
It's bedtime. Turn off the TV.,tv_off
Time to relax without TV. Switch off the TV.,tv_off
I want some peace and quiet. Turn off the TV.,tv_off
It's time to save energy. Turn off the TV.,tv_off
I'm done watching. Switch off the TV.,tv_on
I'm going to bed. Can you turn off the TV?,tv_off
"It's time to sleep. Turn off the TV, please.",tv_off
The TV needs to be deactivated. Please turn it off.,tv_off
Please switch off the TV. I'm going to read a book.,tv_off
Could you please turn off the TV? I'm going to sleep.,tv_off
"The room is too bright. Could you turn off the TV, please?",tv_off
I want to go to bed. Please turn off the TV.,tv_off
"The room is too warm. Turn off the TV, please.",tv_off
Can you deactivate the TV in the garage? I'm going to sleep.,tv_off
I want to go to sleep. Please turn off the TV.,tv_off
Could you please deactivate the TV? I'm going to bed.,tv_off
Can you switch off the TV in the attic? I'm going to sleep.,tv_off
Please turn off the TV. The room is too bright.,tv_off
Could you please turn off the TV? I'm feeling tired.,tv_off
It's not a good smell in here. Please turn off the TV.,tv_off
"Can you deactivate the TV, please? I'm going to bed.",tv_off
"The air feels warm. Turn off the TV, please.",tv_off
Could you please turn off the TV? The air feels too warm.,tv_off
Please switch off the TV. The room needs to be cooler.,tv_off
"Can you turn off the TV, please? The air is not circulating well.",tv_off
Switch on the lights in the bathroom.,light_on
Please illuminate the hallway.,light_on
Can you brighten the living room?,light_on
Make it brighter in here.,light_on
Time to see better.,light_on
"It's dark, can you turn on the lights?",light_on
"I need more light, please.",light_on
"I can't see, turn on the lights.",light_on
Light up the dining room.,light_on
Switch off the lights in the living room.,light_off
Please dim the lights.,light_off
Can you make it darker?,light_off
Time to shut off the lights.,light_off
Turn off the lights in the guest room.,light_off
Switch off the lights in the garage.,light_off
"It's getting late, turn off the bedroom lights.",light_off
"Turn off the lights, I'm leaving.",light_off
"I don't need the lights anymore, switch them off.",light_on
Turn off the lights in the office.,light_off
Can you light up the balcony?,light_on
"Turn on the porch lights, it's dark.",light_on
"I need a bit more light, turn on the lamp.",light_on
"The living room is too dark,  please turn on the lights.",light_on
Can you illuminate the dining area?,light_on
I need some light in the study room.,light_on
"The basement needs lighting,  turn it on.",light_on
Please activate the lights in the garage.,light_on
Turn on the lights for the home theater.,light_on
"The attic is pitch black,  switch on the lights.",light_on
Could you turn on the lights in the pantry?,light_on
Illuminate the stairway please.,light_on
The foyer needs some light.,light_on
Let's brighten up the sunroom.,light_on
The workshop needs better lighting.,light_on
Please turn on the lights in the craft room.,light_on
The mudroom is too dark to see.,light_on
Activate the lighting in the conservatory.,light_on
Turn on the garden lights please.,light_on
The deck needs illumination.,light_on
Switch on the patio lighting.,light_on
Can you turn on the pool area lights?,light_on
The kitchen counter needs task lighting.,light_on
Time to turn off the living room lights.,light_off
Please dim the dining area lights.,light_off
"The study room is too bright,  lights off.",light_off
Turn off the basement lighting.,light_off
Deactivate the garage lights please.,light_off
The home theater needs darkness.,light_off
Switch off the attic lights.,light_off
Could you turn off the pantry lights?,light_off
The stairway lights can go off now.,light_off
Please disable the foyer lighting.,light_off
The sunroom is too bright.,light_off
Turn off the workshop lights.,light_off
The craft room lights need to go off.,light_off
Deactivate the mudroom lighting.,light_off
The conservatory lights can be switched off.,light_off
Turn off the garden illumination.,light_off
The deck lights should be off now.,light_off
Switch off the patio lights.,light_off
The pool area is too bright.,light_off
Kitchen counter lights can go dark.,light_off
"It's getting warm,  turn on the AC in the master bedroom.",ac_on
"The guest room needs cooling,  activate AC.",ac_on
Please turn on the air conditioning in the study.,ac_on
"The living area is too hot,  AC needed.",ac_on
Can you start the AC in the game room?,ac_on
The home office needs cooling down.,ac_on
Turn on the air conditioning in the gym.,ac_on
The nursery needs climate control.,ac_on
Please cool down the entertainment room.,ac_on
The studio apartment is getting warm.,ac_on
Activate AC in the conference room.,ac_on
The reception area needs cooling.,ac_on
Turn on the air conditioning unit in the lobby.,ac_on
The waiting room is too warm.,ac_on
Please start the AC in the meditation room.,ac_on
The yoga studio needs cooling.,ac_on
Can you turn on the AC in the art room?,ac_on
The music room is getting hot.,ac_on
Activate the air conditioning in the library.,ac_on
The reading nook needs climate control.,ac_on
"The master bedroom is too cold,  AC off.",ac_off
Turn off the guest room air conditioning.,ac_off
The study AC can be switched off now.,ac_off
Please deactivate the living area AC.,ac_off
The game room is cool enough.,ac_off
Switch off the home office air conditioning.,ac_off
The gym AC needs to be turned off.,ac_off
Disable the nursery air conditioning.,ac_off
The entertainment room is chilly.,ac_off
Turn off the studio apartment AC.,ac_off
The conference room AC can be disabled.,ac_off
Please switch off the reception area cooling.,ac_off
The lobby is cold enough now.,ac_off
Deactivate the waiting room AC.,ac_off
The meditation room needs AC off.,ac_off
Turn off the yoga studio air conditioning.,ac_off
The art room is cool enough.,ac_off
Switch off the music room AC.,ac_off
The library air conditioning can be turned off.,ac_off
Please disable the reading nook AC.,ac_off
"The bathroom needs fresh air,  turn on vent.",vent_on
Please activate kitchen ventilation.,vent_on
Turn on the laundry room vent.,vent_on
The powder room needs air circulation.,vent_on
Start the vent in the smoking area.,vent_on
The paint room needs ventilation.,vent_on
Please turn on the greenhouse vent.,vent_on
The server room needs air circulation.,vent_on
Activate the vent in the storage area.,vent_on
The wine cellar needs ventilation.,vent_on
Turn on the vent in the equipment room.,vent_on
The chemical storage needs air flow.,vent_on
Please start the vent in the darkroom.,vent_on
The printing room needs ventilation.,vent_on
Activate the vent in the drying room.,vent_on
The sauna area needs air circulation.,vent_on
Turn on the steam room vent.,vent_on
The indoor pool area needs ventilation.,vent_on
Please activate the garage workshop vent.,vent_on
The pottery studio needs air flow.,vent_on
Turn off the bathroom ventilation.,vent_off
The kitchen vent can be disabled.,vent_off
Please stop the laundry room ventilation.,vent_off
The powder room vent needs to be off.,vent_off
Deactivate the smoking area vent.,vent_off
Turn off the paint room ventilation.,vent_off
The greenhouse vent can be switched off.,vent_off
Please disable the server room ventilation.,vent_off
The storage area vent needs to stop.,vent_off
Turn off the wine cellar ventilation.,vent_off
The equipment room vent can be disabled.,vent_off
Stop the chemical storage ventilation.,vent_off
Please turn off the darkroom vent.,vent_off
The printing room ventilation can stop.,vent_off
Deactivate the drying room vent.,vent_off
Turn off the sauna area ventilation.,vent_off
The steam room vent needs to be off.,vent_off
Please disable the indoor pool ventilation.,vent_off
The garage workshop vent can be turned off.,vent_off
Stop the pottery studio ventilation.,vent_off
Turn on the ceiling fan in the master suite.,fan_on
The guest bedroom needs air circulation.,fan_on
Please activate the fan in the study.,fan_on
"The reading room is stuffy,  fan needed.",fan_on
Start the fan in the exercise room.,fan_on
The meditation space needs air movement.,fan_on
Could you turn on the fan in the art studio?,fan_on
"The greenhouse is getting warm,  fan please.",fan_on
Activate the ceiling fan in the solarium.,fan_on
The conservatory needs some breeze.,fan_on
Turn on the fan in the music practice room.,fan_on
The dance studio needs air circulation.,fan_on
Please start the fan in the playroom.,fan_on
The hobby room is getting stuffy.,fan_on
Activate the fan in the gaming area.,fan_on
The home theater needs air movement.,fan_on
Turn on the fan in the breakfast nook.,fan_on
The dining area could use some air flow.,fan_on
Please activate the fan in the lounge.,fan_on
The sitting room needs ventilation.,fan_on
Turn off the master suite fan.,fan_off
The guest bedroom fan can be disabled.,fan_off
Please stop the study room fan.,fan_off
The reading room fan needs to be off.,fan_off
Deactivate the exercise room fan.,fan_off
Turn off the meditation space fan.,fan_off
The art studio fan can be switched off.,fan_off
Please disable the greenhouse fan.,fan_off
The solarium fan needs to stop.,fan_off
Turn off the conservatory fan.,fan_off
The music room fan can be disabled.,fan_off
Stop the dance studio fan.,fan_off
Please turn off the playroom fan.,fan_off
The hobby room fan can stop now.,fan_off
Deactivate the gaming area fan.,fan_off
Turn off the home theater fan.,fan_off
The breakfast nook fan needs to be off.,fan_off
Please disable the dining area fan.,fan_off
The lounge fan can be turned off.,fan_off
Stop the sitting room fan.,fan_off
"It's cold,  turn on the heater in the master bedroom.",heater_on
The guest room needs warming up.,heater_on
Please activate the heater in the nursery.,heater_on
"The living space is chilly,  heat needed.",heater_on
Start the heater in the sunroom.,heater_on
The conservatory needs warming.,heater_on
Could you turn on the heater in the studio?,heater_on
"The basement is freezing,  heater please.",heater_on
Activate the heating in the gallery.,heater_on
The workshop needs some warmth.,heater_on
Turn on the heater in the craft space.,heater_on
The game room is too cold.,heater_on
Please start the heater in the library.,heater_on
The study nook needs heating.,heater_on
Activate the heater in the drawing room.,heater_on
The morning room is chilly.,heater_on
Turn on the heater in the parlor.,heater_on
The dining hall needs warming up.,heater_on
Please activate the heater in the foyer.,heater_on
The entryway is too cold.,heater_on
"The master bedroom is warm enough,  heater off.",heater_off
Turn off the guest room heating.,heater_off
The nursery heater can be switched off.,heater_off
Please deactivate the living space heater.,heater_off
The sunroom is comfortable now.,heater_off
Switch off the conservatory heating.,heater_off
The studio heater needs to be turned off.,heater_off
Disable the basement heating.,heater_off
The gallery is warm enough.,heater_off
Turn off the workshop heater.,heater_off
The craft space heating can be disabled.,heater_off
Please switch off the game room heater.,heater_off
The library is warm enough now.,heater_off
Deactivate the study nook heating.,heater_off
The drawing room needs heater off.,heater_off
Turn off the morning room heating.,heater_off
The parlor is comfortable now.,heater_off
Switch off the dining hall heater.,heater_off
The foyer heating can be turned off.,heater_off
Please disable the entryway heater.,heater_off
Activate the power strip in the home office.,multiplug_on
Turn on the multiplug near the desk.,multiplug_on
"The workstation needs power,  multiplug on.",multiplug_on
Please activate the study's power strip.,multiplug_on
Enable the charging station multiplug.,multiplug_on
The entertainment center needs power.,multiplug_on
